82D8AD7	ATTACKER	15,72	
82D8B42	ATTACKER	64	
82D8FCE	REVERSE_ATTACKER	15,72	
82D96EA	BATTLE_TARGET	43	self
82D99AF	BATTLER	43	
82DA382	ATTACKER	15,72	
82DAD5F	BATTLE_TARGET	64	other
82DB371	STATUS_INFLICT	27	
82DB38D	STATUS_INFLICT	27,28,38	
82DB39C	STATUS_INFLICT	28,49	
82DB3BA	STATUS_INFLICT	9,27,28	
82DB430	BATTLER	2	
82DB44B	BATTLER	3	
82DB458	BATTLER	36	
82DB45F	REVERSE_ATTACKER	44	
82DB470	BATTLER	45	
82DB487	BATTLER	61	
82DB50A	BATTLER	22	
82DB522	BATTLER	22	
82DB522	REVERSE_BATTLER	29,52,73	
82DB52A	BATTLER	70	
82DB545	ATTACKER	31	
82DB558	ATTACKER	5	
82DB566	BATTLE_TARGET	6	both
82DB583	ATTACKER	10,11	
82DB599	ATTACKER	10,11	
82DB5B1	ATTACKER	18	
82DB5BF	ATTACKER	21	
82DB5CD	BATTLER	29,73	
82DB5D9	ATTACKER	28,41	
82DB5E5	ATTACKER	7,28	
82DB5F1	ATTACKER	17,28	
82DB5F5	ATTACKER	12	
82DB609	ATTACKER	39	
82DB611	ATTACKER	20	
82DB627	BATTLE_TARGET	43	self
82DB635	BATTLER	51,52	
82DB63F	ATTACKER	60	
82DB650	ATTACKER	16	
82DB664	ATTACKER	24	
82DB678	ATTACKER	56	
82DB6CC	REVERSE_ATTACKER	54	
