18	318,333,603,615
19	36,293,336,481,702,703,735,736
20	114,136,319,337,483,604,696
21	46,151,152,441,442,737,738
22	153,339,340,443
23	154,155,444,445,692,739
24	156,157,446,447,740,741
25	57,58,59,64,158,345,448,490,491,680,697,698,742
26	232,243,302,334,341,351,352,353,358,359,512,699,700,701
27	44,51,78,94,189,211,212,218,469,470,476,704,705,706,707,743,744,745
28	213,471,626,627,746,747
29	326,327,419,420,434,677,708,709,710,711
30	143,206,214,338,342,472,628,629,679,712,713,714
31	182,183,307,427,513,748,749,750,751,752
32	273,280,322,605,617,631,694,695,753,754
33	227,287,364,369,538,545,755,756,757
34	37,52,196,343,344,398,408,715
35	223,224,225,399,400,415,416,552,559,618,619,620,651,693,759,760,761
36	45,53,95,226,405,406,435,436,553,560,652,653,762,763
37	11,107,127,254,286,300,764,765,766,767
39	12,13,29,39,75,92,106,195,238,249,484,503,504,505,539
40	15,159,160,174,449,450,595,687
41	161,162,403,451,452,492,506,678
42	163,164,377,383,453,454,459,576
43	374,384,577,667,668,669,672,674
44	376,386,464,578,670,671,673
45	378,387,580,675,676
47	166,167,171,385,456,457,686
48	169,181,350,458,594,598,733,758
49	88,137,170,414,460,461,511
50	172,180,397,413,463,507,508,509,510
65	179,266,425,426,572,573,574
69	201,203,268,648,650
70	202,204,205,501
79	71,72,73,74,89,90,91,269
87	20
89	191,194,267,323,649,802
94	265,320,321,571
100	270,401,402,404,654,655,803
108	233,234,235,244,245,246,271,575,582,583,584,585,591
109	272
110	115,118,128,129,130,131,301,502,613,614
111	261
112	262
113	263
114	264
126	392,681
129	16,635
135	616,621
136	1,124,125,126,146,313,579,597,602
138	31,35,145,640
139	9,236,247
142	108,475
143	2
144	3,4,27,192
145	5,28,30,193
148	6,7
150	33,567
151	8,14
163	79,80,96,324,325,657
187	66
188	144,375
189	496
194	418,547,642
243	65,493,647
247	332,611,612
248	274,275,281
249	215,473,630
250	188,428,429
252	407,554,561
253	105,237,248,848,849,850
254	76,77,93
263	165,168,455
271	17,26
272	18,19,32,596
275	22,116,586,587
276	514,588,589,590,734
278	494,495
279	119,138,255,256,294,641
285	81,97,98,540,546
286	38,82,83,99,100,417
292	216,217,474,566,570,632
303	23,24,25,569
336	716,717
337	718,719,720,729
338	721,722,723,730
339	724,731
340	725
341	601,726,727,728,732
431	804
