81D6F78	ATTACKER	15,72	
81D6FE3	ATTACKER	64	
81D745E	REVERSE_ATTACKER	15,72	
81D7B6E	BATTLE_TARGET	43	self
81D7E06	BATTLER	43	
81D87C9	ATTACKER	15,72	
81D9025	BATTLE_TARGET	64	other
81D95D5	STATUS_INFLICT	27	
81D95F1	STATUS_INFLICT	27,28,38	
81D9600	STATUS_INFLICT	28,49	
81D961E	STATUS_INFLICT	9,27,28	
81D9694	BATTLER	2	
81D96AF	BATTLER	3	
81D96BC	BATTLER	36	
81D96C3	REVERSE_ATTACKER	44	
81D96D4	BATTLER	45	
81D96EB	BATTLER	61	
81D976E	BATTLER	22	
81D9786	BATTLER	22	
81D9786	REVERSE_BATTLER	29,52,73	
81D978E	BATTLER	70	
81D97A9	ATTACKER	31	
81D97BC	ATTACKER	5	
81D97CA	BATTLE_TARGET	6	both
81D97E7	ATTACKER	10,11	
81D97FD	ATTACKER	10,11	
81D9815	ATTACKER	18	
81D9823	ATTACKER	21	
81D9831	BATTLER	29,73	
81D983D	ATTACKER	28,41	
81D9849	ATTACKER	7,28	
81D9855	ATTACKER	17,28	
81D9859	ATTACKER	12	
81D986D	ATTACKER	39	
81D9875	ATTACKER	20	
81D988B	BATTLE_TARGET	43	self
81D9899	BATTLER	51,52	
81D98A3	ATTACKER	60	
81D98B4	ATTACKER	16	
81D98C8	ATTACKER	24	
81D98DC	ATTACKER	56	
81D990C	REVERSE_ATTACKER	54	
