1	3,7,9,13,13,15,19,21,25,27,31,33,37
2	3,7,9,13,13,15,20,23,28,31,36,39,44
3	3,7,9,13,13,15,20,23,28,31,32,39,45,53
4	7,10,16,19,25,28,34,37,43,46
5	7,10,17,21,28,32,39,43,50,54
6	7,10,17,21,28,32,36,41,47,56,62,71,77
7	4,7,10,13,16,19,22,25,28,31,34,37,40
8	4,7,10,13,16,20,24,28,32,36,40,44,48
9	4,7,10,13,16,20,24,28,32,39,46,53,60
10	15
11	7
12	10,12,12,12,16,18,22,24,28,30,34,36,40,42,46
13	15
14	7
15	10,13,16,19,22,25,28,31,34,37,40
16	5,9,13,17,21,25,29,33,37,41,45,49,53
17	5,9,13,17,22,27,32,37,42,47,52,57,62
18	5,9,13,17,22,27,32,38,44,50,56,62,68
19	4,7,10,13,16,19,22,25,28,31,34
20	4,7,10,13,16,19,20,24,29,34,39,44
21	5,9,13,17,21,25,29,33,37
22	5,9,13,17,23,29,35,41,47,53
23	4,9,12,17,20,25,25,25,28,33,36,41,44,49
24	4,9,12,17,20,22,27,27,27,32,39,44,51,56,63
25	5,10,13,18,21,26,29,34,37,42,45,50
26	
27	3,5,7,9,11,14,17,20,23,26,30,34,38,42,46
28	3,5,7,9,11,14,17,20,22,23,26,30,34,38,42,46
29	7,9,13,19,21,25,31,33,37,43,45
30	7,9,13,20,23,28,35,38,43,50,58
31	23,35,43,58
32	7,9,13,19,21,25,31,33,37,43,45
33	7,9,13,20,23,28,35,38,43,50,58
34	23,35,43,58
35	4,7,10,13,16,19,22,25,28,31,34,37,40,43,46,49,52,55,58
36	
37	4,7,10,12,15,18,20,23,26,28,31,34,36,39,42,44,47,50
38	
39	5,9,13,17,21,25,29,33,37,41,45,49,53
40	
41	4,8,12,15,19,23,26,30,34,37,41,45
42	4,8,12,15,19,24,28,33,38,42,47,52
43	5,9,13,15,17,21,25,29,33,37,41
44	5,9,13,15,17,23,29,35,41,47,53
45	53,65
46	6,6,11,17,22,27,33,38,43,49,54
47	6,6,11,17,22,29,37,44,51,59,66
48	5,11,13,17,23,25,29,35,37,41,47
49	5,11,13,17,23,25,29,31,37,41,47,55,59,63
50	4,7,12,15,18,23,26,29,34,37,40,45
51	4,7,12,15,18,23,26,28,33,40,45,50,57
52	6,9,14,17,22,25,30,33,38,41,46,49,54
53	6,9,14,17,22,25,28,32,37,44,49,56,61,68
54	4,8,11,15,18,22,25,29,32,36,39,43,46,50
55	4,8,11,15,18,22,25,29,32,38,43,49,54,60
56	9,13,17,21,25,33,37,41,45,49,53
57	9,13,17,21,25,28,35,41,47,53,59,63
58	6,8,10,12,17,19,21,23,28,30,32,34,39,41,43,45
59	34
60	5,8,11,15,18,21,25,28,31,35,38,41
61	5,8,11,15,18,21,27,32,37,43,48,53
62	32,43,53
63	
64	16,18,22,24,28,30,34,36,40,42,46,48,52
65	16,18,22,24,28,30,34,36,40,42,46,48,52
66	7,10,13,19,22,25,31,34,37,43,46,49
67	7,10,13,19,22,25,32,36,40,44,51,55
68	7,10,13,19,22,25,32,36,40,44,51,55
69	7,11,13,15,17,23,27,29,35,39,41,47
70	7,11,13,15,17,23,27,29,35,39,41,47
71	27,47,47
72	5,8,12,15,19,22,26,29,33,36,40,43,47,50,54
73	5,8,12,15,19,22,26,29,34,38,43,47,52,56,61
74	4,8,11,15,18,22,25,29,32,36,39,43,46,50
75	4,8,11,15,18,22,27,31,36,42,47,53,58,64
76	4,8,11,15,18,22,27,31,36,42,47,53,58,64,69
77	4,9,13,17,21,25,29,33,37,41,45,49
78	4,9,13,17,21,25,29,33,37,40,41,45,49
79	5,9,14,19,23,28,32,36,41,45,49,54,58
80	5,9,14,19,23,28,32,36,37,43,49,55,62,68
81	4,7,11,15,18,21,25,29,32,35,39,43,46,49,53,57
82	4,7,11,15,18,21,25,29,34,39,45,51,56,62,67,73
83	7,9,13,19,21,25,31,33,37,43,45,49,55
84	5,10,14,19,23,28,32,37,41,46,50
85	5,10,14,19,23,28,34,41,47,54,60
86	3,7,11,13,17,21,23,27,31,33,37,41,43,47,51,53
87	3,7,11,13,17,21,23,27,31,33,34,39,45,49,55,61,65
88	4,7,12,15,18,21,26,29,32,37,40,43,48
89	4,7,12,15,18,21,26,29,32,37,43,49,57
90	4,8,13,16,20,25,28,32,37,40,44,49,52,56,61
91	13,28,52
92	5,8,12,15,19,22,26,29,33,36,40,43,47
93	5,8,12,15,19,22,25,28,33,39,44,50,55,61
94	5,8,12,15,19,22,25,28,33,39,44,50,55,61
95	4,7,10,13,16,19,22,25,28,31,34,37,40,43,46,49,52
96	5,9,13,17,21,25,29,33,37,41,45,49,53,57,61
97	5,9,13,17,21,25,29,33,37,41,45,49,53,57,61
98	5,9,11,15,19,21,25,29,31,35,39,41,45
99	5,9,11,15,19,21,25,32,37,44,51,56,63
100	5,8,12,15,19,22,26,29,33,36,40,43,47,50
101	5,8,12,15,19,22,26,29,35,40,46,51,57,62
102	7,11,17,19,21,23,27,33,37,43,47,53
103	17,27,37,47
104	3,7,11,13,17,21,23,27,31,33,37,41,43,47
105	3,7,11,13,17,21,23,27,33,37,43,49,53,59
106	5,9,13,17,21,25,29,33,37,41,45,49,53,57,61
107	6,11,16,16,21,26,31,36,36,36,41,46,51,56,61,66
108	5,9,13,17,21,25,29,33,37,41,45,49,53,57
109	4,7,12,15,18,23,26,29,34,37,40,45
110	4,7,12,15,18,23,26,29,34,40,46,54
111	8,12,19,23,30,34,41,45,52,56,63,67
112	9,12,19,23,30,34,41,42,47,56,62,71,77
113	5,9,12,16,20,23,27,31,34,38,42,46,50,54
114	4,7,10,14,17,20,23,27,30,33,36,40,43,46,49,53
115	7,10,13,19,22,25,31,34,37,43,46,49,55
116	4,8,11,14,18,23,26,30,35,38,42
117	4,8,11,14,18,23,26,30,40,48,57
118	7,11,17,21,27,31,37,41,47,51,57
119	7,11,17,21,27,31,40,47,56,63,72
120	6,10,12,15,18,22,25,30,33,36,40,43,48,52
121	22
122	4,8,11,15,15,18,22,22,25,29,32,36,39,43,46,50
123	5,9,13,17,21,25,29,33,37,41,45,49,53,57,61
124	5,8,11,15,18,21,25,28,33,39,44,49,55,60
125	5,8,12,15,19,22,26,29,36,42,49,55
