1	BULBASAUR
2	IVYSAUR
3	VENUSAUR
4	CHARMANDER
5	CHARMELEON
6	CHARIZARD
7	SQUIRTLE
8	WARTORTLE
9	BLASTOISE
10	CATERPIE
11	METAPOD
12	BUTTERFREE
13	WEEDLE
14	KAKUNA
15	BEEDRILL
16	PIDGEY
17	PIDGEOTTO
18	PIDGEOT
19	RATTATA
20	RATICATE
21	SPEAROW
22	FEAROW
23	EKANS
24	ARBOK
25	PIKACHU
26	RAICHU
27	SANDSHREW
28	SANDSLASH
29	NIDORAN F
30	NIDORINA
31	NIDOQUEEN
32	NIDORAN M
33	NIDORINO
34	NIDOKING
35	CLEFAIRY
36	CLEFABLE
37	VULPIX
38	NINETALES
39	JIGGLYPUFF
40	WIGGLYTUFF
41	ZUBAT
42	GOLBAT
43	ODDISH
44	GLOOM
45	VILEPLUME
46	PARAS
47	PARASECT
48	VENONAT
49	VENOMOTH
50	DIGLETT
51	DUGTRIO
52	MEOWTH
53	PERSIAN
54	PSYDUCK
55	GOLDUCK
56	MANKEY
57	PRIMEAPE
58	GROWLITHE
59	ARCANINE
60	POLIWAG
61	POLIWHIRL
62	POLIWRATH
63	ABRA
64	KADABRA
65	ALAKAZAM
66	MACHOP
67	MACHOKE
68	MACHAMP
69	BELLSPROUT
70	WEEPINBELL
71	VICTREEBEL
72	TENTACOOL
73	TENTACRUEL
74	GEODUDE
75	GRAVELER
76	GOLEM
77	PONYTA
78	RAPIDASH
79	SLOWPOKE
80	SLOWBRO
81	MAGNEMITE
82	MAGNETON
83	FARFETCH'D
84	DODUO
85	DODRIO
86	SEEL
87	DEWGONG
88	GRIMER
89	MUK
90	SHELLDER
91	CLOYSTER
92	GASTLY
93	HAUNTER
94	GENGAR
95	ONIX
96	DROWZEE
97	HYPNO
98	KRABBY
99	KINGLER
100	VOLTORB
101	ELECTRODE
102	EXEGGCUTE
103	EXEGGUTOR
104	CUBONE
105	MAROWAK
106	HITMONLEE
107	HITMONCHAN
108	LICKITUNG
109	KOFFING
110	WEEZING
111	RHYHORN
112	RHYDON
113	CHANSEY
114	TANGELA
115	KANGASKHAN
116	HORSEA
117	SEADRA
118	GOLDEEN
119	SEAKING
120	STARYU
121	STARMIE
122	MR. MIME
123	SCYTHER
124	JYNX
125	ELECTABUZZ
126	MAGMAR
127	PINSIR
128	TAUROS
129	MAGIKARP
130	GYARADOS
131	LAPRAS
132	DITTO
133	EEVEE
134	VAPOREON
135	JOLTEON
136	FLAREON
137	PORYGON
138	OMANYTE
139	OMASTAR
140	KABUTO
141	KABUTOPS
142	AERODACTYL
143	SNORLAX
144	ARTICUNO
145	ZAPDOS
146	MOLTRES
147	DRATINI
148	DRAGONAIR
149	DRAGONITE
150	MEWTWO
151	MEW
152	CHIKORITA
153	BAYLEEF
154	MEGANIUM
155	CYNDAQUIL
156	QUILAVA
157	TYPHLOSION
158	TOTODILE
159	CROCONAW
160	FERALIGATR
161	SENTRET
162	FURRET
163	HOOTHOOT
164	NOCTOWL
165	LEDYBA
166	LEDIAN
167	SPINARAK
168	ARIADOS
169	CROBAT
170	CHINCHOU
171	LANTURN
172	PICHU
173	CLEFFA
174	IGGLYBUFF
175	TOGEPI
176	TOGETIC
177	NATU
178	XATU
179	MAREEP
180	FLAAFFY
181	AMPHAROS
182	BELLOSSOM
183	MARILL
184	AZUMARILL
185	SUDOWOODO
186	POLITOED
187	HOPPIP
188	SKIPLOOM
189	JUMPLUFF
190	AIPOM
191	SUNKERN
192	SUNFLORA
193	YANMA
194	WOOPER
195	QUAGSIRE
196	ESPEON
197	UMBREON
198	MURKROW
199	SLOWKING
200	MISDREAVUS
201	UNOWN
202	WOBBUFFET
203	GIRAFARIG
204	PINECO
205	FORRETRESS
206	DUNSPARCE
207	GLIGAR
208	STEELIX
209	SNUBBULL
210	GRANBULL
211	QWILFISH
212	SCIZOR
213	SHUCKLE
214	HERACROSS
215	SNEASEL
216	TEDDIURSA
217	URSARING
218	SLUGMA
219	MAGCARGO
220	SWINUB
221	PILOSWINE
222	CORSOLA
223	REMORAID
224	OCTILLERY
225	DELIBIRD
226	MANTINE
227	SKARMORY
228	HOUNDOUR
229	HOUNDOOM
230	KINGDRA
231	PHANPY
232	DONPHAN
233	PORYGON2
234	STANTLER
235	SMEARGLE
236	TYROGUE
237	HITMONTOP
238	SMOOCHUM
239	ELEKID
240	MAGBY
241	MILTANK
242	BLISSEY
243	RAIKOU
244	ENTEI
245	SUICUNE
246	LARVITAR
247	PUPITAR
248	TYRANITAR
249	LUGIA
250	HO-OH
251	CELEBI
252	TREECKO
253	GROVYLE
254	SCEPTILE
255	TORCHIC
256	COMBUSKEN
257	BLAZIKEN
258	MUDKIP
259	MARSHTOMP
260	SWAMPERT
261	POOCHYENA
262	MIGHTYENA
263	ZIGZAGOON
264	LINOONE
265	WURMPLE
266	SILCOON
267	BEAUTIFLY
268	CASCOON
269	DUSTOX
270	LOTAD
271	LOMBRE
272	LUDICOLO
273	SEEDOT
274	NUZLEAF
275	SHIFTRY
276	TAILLOW
277	SWELLOW
278	WINGULL
279	PELIPPER
280	RALTS
281	KIRLIA
282	GARDEVOIR
283	SURSKIT
284	MASQUERAIN
285	SHROOMISH
286	BRELOOM
287	SLAKOTH
288	VIGOROTH
289	SLAKING
290	NINCADA
291	NINJASK
292	SHEDINJA
293	WHISMUR
294	LOUDRED
295	EXPLOUD
296	MAKUHITA
297	HARIYAMA
298	AZURILL
299	NOSEPASS
300	SKITTY
301	DELCATTY
302	SABLEYE
303	MAWILE
304	ARON
305	LAIRON
306	AGGRON
307	MEDITITE
308	MEDICHAM
309	ELECTRIKE
310	MANECTRIC
311	PLUSLE
312	MINUN
313	VOLBEAT
314	ILLUMISE
315	ROSELIA
316	GULPIN
317	SWALOT
318	CARVANHA
319	SHARPEDO
320	WAILMER
321	WAILORD
322	NUMEL
323	CAMERUPT
324	TORKOAL
325	SPOINK
326	GRUMPIG
327	SPINDA
328	TRAPINCH
329	VIBRAVA
330	FLYGON
331	CACNEA
332	CACTURNE
333	SWABLU
334	ALTARIA
335	ZANGOOSE
336	SEVIPER
337	LUNATONE
